company,label,address,lat,lng
https://collection.rcgs.jp/resource/AGENT0000192,Terminal Reality. 1994-2013,"Lewisville, Texas, U.S.",33.046233,-96.994174
https://collection.rcgs.jp/resource/AGENT0001196,テクノソフト. 1982-2001,長崎県佐世保市勝海町165-1,33.140996,129.788359
https://collection.rcgs.jp/resource/AGENT0003418,US National Videogame Museum. 2016-,"North Dallas Parkway, Frisco, TX, United States",33.149301,-96.839246
https://collection.rcgs.jp/resource/AGENT0003946,Gearbox Software. 1999-,"Frisco, TＸ, United States",33.150674,-96.823612
https://collection.rcgs.jp/resource/AGENT0001705,九娯貿易,長崎県佐世保市白岳町166番地11,33.155786,129.752206
https://collection.rcgs.jp/resource/AGENT0004060,High Moon Studios. 2005-,"Carlsbad, California, United States",33.158093,-117.350594
https://collection.rcgs.jp/resource/AGENT0001532,Crunch Time Games. 2003-,James Goddard 's 1.5 acre ranch in Chandler A rizona,33.306161,-111.84125
https://collection.rcgs.jp/resource/AGENT0004201,Superscape. 1993-2008,"San Clemente, California (USA)",33.427352,-117.6126
https://collection.rcgs.jp/resource/AGENT0001085,"Rainbow Studios, Inc.. 1995-2010","Phoenix, Arizona, United States",33.448377,-112.074037
https://collection.rcgs.jp/resource/AGENT0003419,Nexon Computer Museum. 2013-,"NXC Center, Jeju, Jeju Island , South Korea",33.513169,126.524694
https://collection.rcgs.jp/resource/AGENT0001122,Shiny Entertainment. 1993-2007,"Laguna Beach, California, U.S.",33.542719,-117.785357
https://collection.rcgs.jp/resource/AGENT0002249,パソコンショップ高知,高知県高知市,33.558882,133.531238
https://collection.rcgs.jp/resource/AGENT0001366,日本アプリケーション株式会社. 2011-,福岡市博多区美野島2-1-39,33.580468,130.420047
https://collection.rcgs.jp/resource/AGENT0002270,ビーアイコミュニケーションズ. 1998-2011,福岡県福岡市中央区薬院2-5-36 コープ野村薬院801号,33.580949,130.39459
https://collection.rcgs.jp/resource/AGENT0002983,ランバ・アミューズ. 2010-,福岡県福岡市早良区西新5－15－21アーサー西新ビル5階,33.582017,130.35509
https://collection.rcgs.jp/resource/AGENT0000047,レベルファイブ. 2001-,福岡県福岡市中央区薬院1-1-1 薬院ビジネスガーデン ,33.582375,130.400854
https://collection.rcgs.jp/resource/AGENT0000973,メディアファイブ. 1997-,福岡県福岡市中央区薬院一丁目1番1号 薬院ビジネスガーデン6階,33.582457,130.400922
https://collection.rcgs.jp/resource/AGENT0002297,大名マイコン学院. 1980-1985,福岡市中央区,33.588913,130.38539
https://collection.rcgs.jp/resource/AGENT0001183,シング. 1999-2010,"福岡県福岡市中央区舞鶴2丁目1-10
福岡ロプロビル8階",33.590776,130.391701
https://collection.rcgs.jp/resource/AGENT0004027,Cing. 1999-2010,"福岡県福岡市中央区舞鶴2丁目1-10
福岡ロプロビル8階",33.590776,130.391701
https://collection.rcgs.jp/resource/AGENT0000256,アルティ. 2000-,福岡県福岡市早良区百道浜2丁目1番22号 福岡ＳＲＰセンタービル8階,33.593184,130.355986
https://collection.rcgs.jp/resource/AGENT0000952,リバーヒルソフト. 1983-2004,福岡県福岡市早良区百道浜2丁目1番22号福 SRPセンタービル8階,33.593184,130.355986
https://collection.rcgs.jp/resource/AGENT0000511,ポイソフト. 2008-,福岡市博多区中洲5丁目3-8,33.593259,130.404248
https://collection.rcgs.jp/resource/AGENT0001061,サイバーコネクトツー. 2003-,福岡県福岡市博多駅前1-5-1 博多大博通ビルディング10階,33.593505,130.416052
https://collection.rcgs.jp/resource/AGENT0002870,クレフインベンション,福岡県福岡市博多区東2-14-1,33.593612,130.435776
https://collection.rcgs.jp/resource/AGENT0003265,応研株式会社. 1994-,福岡市中央区天神4丁目2-34応研ビル,33.59395,130.400086
https://collection.rcgs.jp/resource/AGENT0003927,inXile entertainment. 2002-,"Newport Beach, CA, United States",33.618883,-117.929849
https://collection.rcgs.jp/resource/AGENT0004275,Crave Entertainment. 1997-2012,"Newport Beach, California, United States",33.618883,-117.929849
https://collection.rcgs.jp/resource/AGENT0004242,Turtle Rock Studios. 2002-,"Lake Forest, California, United States",33.646944,-117.686102
https://collection.rcgs.jp/resource/AGENT0001051,Square Electronic Arts L.L.C.. 1998-2003,"Costa Mesa, California, United States",33.663844,-117.904743
https://collection.rcgs.jp/resource/AGENT0000092,ダブルヘリックス. 2007-,"Irvine, California, United States",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0000937,"Blizzard Entertainment, Inc.. 1991-","Irvine, California, U.S.",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0000963,"Ready at Dawn Studios, LLC. 2003-","Irvine, California, United States",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0001109,"Point of View, Inc.. 1996-2010","Irvine, California",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0003985,"Obsidian Entertainment, Inc.. 2003-","Irvine, CA, United States",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0004057,Amaze Entertainment. 1996-2009,"Irvine, California, U.S.A.",33.684567,-117.826505
https://collection.rcgs.jp/resource/AGENT0001099,Black Isle Studios. 1998-2003,"Orange County, California, United States",33.717471,-117.831143
https://collection.rcgs.jp/resource/AGENT0004341,Nicalis. 2007-,"Santa Ana, California, U.S.",33.745473,-117.867653
https://collection.rcgs.jp/resource/AGENT0003088,"Intellimedia Sports, Inc.","Atlanta, Georgia, USA",33.748995,-84.387982
https://collection.rcgs.jp/resource/AGENT0004185,Heuristic Park. 1995-,"Atlanta, Georgia, U.S.",33.748995,-84.387982
https://collection.rcgs.jp/resource/AGENT0003215,ビベンディ ユニバーサル ゲームズ. 2001-2006,"Torrance, California, U.S.",33.835849,-118.340629
https://collection.rcgs.jp/resource/AGENT0004266,Aksys Games. 2006-,"Torrance, California",33.835849,-118.340629
https://collection.rcgs.jp/resource/AGENT0004279,Romstar. 1987-,"Torrance, California",33.835849,-118.340629
https://collection.rcgs.jp/resource/AGENT0004282,Xseed Games. 2004-,"Torrance, California",33.835849,-118.340629
https://collection.rcgs.jp/resource/AGENT0000976,"dreamGEAR, LLC. 2002-","20001 South Western Avenue, Torrance, CA, United States",33.849991,-118.310489
https://collection.rcgs.jp/resource/AGENT0000962,ゼンリン. 1983-,福岡県北九州市戸畑区中原新町3番1号,33.901285,130.842065
https://collection.rcgs.jp/resource/AGENT0004197,Zono Incorporated. 1991-2005,"El Segundo, California, U.S.",33.91918,-118.416465
https://collection.rcgs.jp/resource/AGENT0004245,マテル. 1945-,カリフォルニア州エルセグンド,33.91918,-118.416465
https://collection.rcgs.jp/resource/AGENT0002091,富士商株式会社. 1952-,山口県山陽小野田市稲荷町10番23号,33.984019,131.178408
https://collection.rcgs.jp/resource/AGENT0004171,Savage Entertainment. 1997-2011,"Redwood Ave. Los Angeles, California, USA",33.997695,-118.445667
https://collection.rcgs.jp/resource/AGENT0000059,アクティビジョン. 1979-1988,"Santa Monica, California, United States",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0000199,Treyarch. 1996-2001,"Santa Monica, California, United States",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0003212,MEDIAGENIC. 1988-1992,"Santa Monica, California, United States",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0001326,"Activision, Inc.. 1992-2000","Santa Monica, California, United States",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0004241,Activision Blizzard. 2008-,"Santa Monica, California, U.S.",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0000992,ノーティードッグ社. 1989-2015,"Santa Monica, California, U.S.",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0001182,Black Ops Entertainment. 1994-,"Santa Monica, California, US.",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0004010,Luxoflux. 1997-2010,"Santa Monica, CA, United States",34.019454,-118.491191
https://collection.rcgs.jp/resource/AGENT0004277,UFO Interactive Games. 1999-,"City of Industry, California, U.S.",34.019734,-117.958675
https://collection.rcgs.jp/resource/AGENT0004339,Tommo. 1990-,"City of Industry, California, U.S.",34.019734,-117.958675
https://collection.rcgs.jp/resource/AGENT0001759,ソニー・ピクチャーズ エンタテインメント. 1991-,"Culver City, California",34.021122,-118.396467
https://collection.rcgs.jp/resource/AGENT0003935,NovaLogic. 1985-2016,"Malibu, CA, United States",34.025922,-118.779757
https://collection.rcgs.jp/resource/AGENT0000929,Interplay Entertainment Corp.. 1998-,"12301 Wilshire Blvd. Los Angeles, CA, 	United States",34.042739,-118.469744
https://collection.rcgs.jp/resource/AGENT0001072,DICE Los Angeles. 2013-,"Los Angeles, California, U.S.",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0001015,SIE Santa Monica Studio. 2016-,"Los Angeles, California, United States",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004054,Victory Games. 2011-2011,"Los Angeles, California, U.S.A.",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004056,Gray Matter Interactive. 1993-2005,アメリカ合衆国 カリフォルニア州 ロサンゼルス,34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004065,Exakt Entertainment. 1999-,"Los Angeles, California, United States",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004100,Pandemic Studios. 1998-2009,"Los Angeles, California, U.S.",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004123,EA Mobile. 2004-,"Los Angeles, California, United States",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004198,MumboJumbo LA. 2005-2007,"Los Angeles, USA.",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004250,989 Studios. 1995-2005,"Los Angeles, United States",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004273,Fox Interactive,"Los Angeles, California, U.S.",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004288,セカイ・プロジェクト. 2007-,アメリカ合衆国、カリフォルニア州ロサンゼルス,34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004290,Sony Imagesoft. 1989-1995,"Los Angeles, California",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0004320,TOKYOPOP. 1997-,"Los Angeles, California",34.052234,-118.243685
https://collection.rcgs.jp/resource/AGENT0001505,デジタルドリーム. 1999-,徳島県徳島市,34.070365,134.554954
https://collection.rcgs.jp/resource/AGENT0003953,Malibu Comics. 1986-1994,"Calabasas, CA, United States",34.136721,-118.661481
https://collection.rcgs.jp/resource/AGENT0004114,Cyberdreams. 1990-1997,"Calabasas, California",34.136721,-118.661481
https://collection.rcgs.jp/resource/AGENT0001785,ディズニー・インタラクティブ・スタジオ. 1988-,アメリカ合衆国カリフォルニア州グレンデール,34.142508,-118.255075
https://collection.rcgs.jp/resource/AGENT0004274,TDK Mediactive. 1990-2005,"Westlake Village, California, U.S.",34.146647,-118.807373
https://collection.rcgs.jp/resource/AGENT0004147,Kronos Digital Entertainment. 1992-2002,"Pasadena, CA, United States",34.147785,-118.144516
https://collection.rcgs.jp/resource/AGENT0000988,Spark Unlimited. 2002-2015,"Sherman Oaks, CA, United States",34.148972,-118.451357
https://collection.rcgs.jp/resource/AGENT0001766,THQ. 1995-2012,"Agoura Hills, California, U.S.",34.15334,-118.761676
https://collection.rcgs.jp/resource/AGENT0001780,タッチストーン,アメリカ合衆国 カリフォルニア州バーバンクウォルト・ディズニー・スタジオ,34.1568,-118.325222
https://collection.rcgs.jp/resource/AGENT0000130,インフィニティ・ウォード. 2002-,"Woodland Hills, California, United States",34.165357,-118.608975
https://collection.rcgs.jp/resource/AGENT0001031,"Neversoft Entertainment, Inc.. 1994-2014","Woodland Hills, California, United States",34.165357,-118.608975
https://collection.rcgs.jp/resource/AGENT0001802,Warner Bros. Interactive Entertainment Inc.. 2004-,"Burbank, California, U.S.",34.180839,-118.308966
https://collection.rcgs.jp/resource/AGENT0003001,"DC Entertainment, Inc.. 2009-","Burbank, CA, United States",34.180839,-118.308966
